"","V1","year","sex","ethnicity","drug","response"
"1",1,2005,"Female",NA,"Heroin","Yes"
"2",2,2005,"Female",NA,"Heroin","Yes"
"3",3,2005,"Female",NA,"Heroin","Yes"
"4",4,2005,"Female",NA,"Heroin","Yes"
"5",5,2005,"Male",NA,"Heroin","Yes"
"6",6,2005,"Male",NA,"Heroin","Yes"
"7",7,2005,"Male",NA,"Heroin","Yes"
"8",8,2005,"Male",NA,"Heroin","Yes"
"9",9,2005,"Male",NA,"Heroin","Yes"
"10",10,2005,"Male",NA,"Heroin","Yes"
"11",11,2005,"Male",NA,"Heroin","Yes"
"12",12,2005,"Female",NA,"Heroin","Yes"
"13",13,2005,"Female",NA,"Heroin","Yes"
"14",14,2005,"Female",NA,"Heroin","Yes"
"15",15,2005,"Female",NA,"Heroin","Yes"
"16",16,2005,"Male",NA,"Heroin","Yes"
"17",17,2005,"Male",NA,"Heroin","Yes"
"18",18,2005,"Male",NA,"Heroin","Yes"
"19",19,2005,"Male",NA,"Heroin","Yes"
"20",20,2005,"Female",NA,"Heroin","Yes"
"21",21,2005,"Female",NA,"Heroin","Yes"
"22",22,2005,"Male",NA,"Heroin","Yes"
"23",23,2005,"Female",NA,"Heroin","Yes"
"24",24,2005,"Male",NA,"Heroin","Yes"
"25",25,2005,"Male",NA,"Heroin","Yes"
"26",26,2005,"Male",NA,"Heroin","Yes"
"27",27,2005,"Male",NA,"Heroin","Yes"
"28",28,2005,"Male",NA,"Heroin","Yes"
"29",29,2005,"Male",NA,"Heroin","Yes"
"30",30,2005,"Female",NA,"Heroin","Yes"
"31",31,2005,"Female",NA,"Heroin","Yes"
"32",32,2005,"Female",NA,"Heroin","Yes"
"33",33,2005,"Male",NA,"Heroin","Yes"
"34",34,2005,"Male",NA,"Heroin","Yes"
"35",35,2005,"Male",NA,"Heroin","Yes"
"36",36,2005,"Female",NA,"Heroin","Yes"
"37",37,2005,"Male",NA,"Heroin","Yes"
"38",38,2005,"Male",NA,"Heroin","Yes"
"39",39,2005,"Male",NA,"Heroin","Yes"
"40",40,2005,"Male",NA,"Heroin","Yes"
"41",41,2005,"Female",NA,"Heroin","Yes"
"42",42,2005,"Female",NA,"Heroin","Yes"
"43",43,2005,"Male",NA,"Heroin","Yes"
"44",44,2005,"Male",NA,"Heroin","Yes"
"45",45,2005,"Male",NA,"Heroin","Yes"
"46",46,2005,"Male",NA,"Heroin","Yes"
"47",47,2005,"Male",NA,"Heroin","Yes"
"48",48,2005,"Male",NA,"Heroin","Yes"
"49",49,2005,"Male",NA,"Heroin","Yes"
"50",50,2005,"Male",NA,"Heroin","Yes"
"51",51,2005,"Male",NA,"Heroin","Yes"
"52",52,2005,"Male",NA,"Heroin","Yes"
"53",53,2005,"Female",NA,"Heroin","Yes"
"54",54,2005,"Female",NA,"Heroin","Yes"
"55",55,2005,"Male",NA,"Heroin","Yes"
"56",56,2005,"Female",NA,"Heroin","Yes"
"57",57,2005,"Male",NA,"Heroin","Yes"
"58",58,2005,"Male",NA,"Heroin","Yes"
"59",59,2005,"Male",NA,"Heroin","Yes"
"60",60,2005,"Female",NA,"Heroin","Yes"
"61",61,2005,"Female",NA,"Heroin","Yes"
"62",62,2005,"Male",NA,"Heroin","Yes"
"63",63,2005,"Male",NA,"Heroin","Yes"
"64",64,2005,"Male",NA,"Heroin","Yes"
"65",65,2005,"Female",NA,"Heroin","Yes"
"66",66,2005,"Male",NA,"Heroin","Yes"
"67",67,2005,"Male",NA,"Heroin","Yes"
"68",68,2005,"Female",NA,"Heroin","Yes"
"69",69,2005,"Female",NA,"Heroin","Yes"
"70",70,2005,"Female",NA,"Heroin","Yes"
"71",71,2005,"Male",NA,"Heroin","Yes"
"72",72,2005,"Male",NA,"Heroin","Yes"
"73",73,2005,"Male",NA,"Heroin","Yes"
"74",74,2005,"Male",NA,"Heroin","Yes"
"75",75,2005,"Male",NA,"Heroin","Yes"
"76",76,2005,"Male",NA,"Heroin","Yes"
"77",77,2005,"Female",NA,"Heroin","Yes"
"78",78,2005,"Female",NA,"Heroin","Yes"
"79",79,2005,"Male",NA,"Heroin","Yes"
"80",588,2005,"Female",NA,"Cocaine","Yes"
"81",589,2005,"Male",NA,"Cocaine","Yes"
"82",590,2005,"Female",NA,"Cocaine","Yes"
"83",591,2005,"Male",NA,"Cocaine","Yes"
"84",592,2005,"Male",NA,"Cocaine","Yes"
"85",593,2005,"Male",NA,"Cocaine","Yes"
"86",594,2005,"Female",NA,"Cocaine","Yes"
"87",595,2005,"Male",NA,"Cocaine","Yes"
"88",596,2005,"Male",NA,"Cocaine","Yes"
"89",597,2005,"Female",NA,"Cocaine","Yes"
"90",598,2005,"Female",NA,"Cocaine","Yes"
"91",599,2005,"Male",NA,"Cocaine","Yes"
"92",600,2005,"Female",NA,"Cocaine","Yes"
"93",601,2005,"Male",NA,"Cocaine","Yes"
"94",602,2005,"Male",NA,"Cocaine","Yes"
"95",603,2005,"Male",NA,"Cocaine","Yes"
"96",604,2005,"Female",NA,"Cocaine","Yes"
"97",605,2005,"Female",NA,"Cocaine","Yes"
"98",606,2005,"Male",NA,"Cocaine","Yes"
"99",607,2005,"Female",NA,"Cocaine","Yes"
"100",608,2005,"Female",NA,"Cocaine","Yes"
"101",609,2005,"Female",NA,"Cocaine","Yes"
"102",610,2005,"Female",NA,"Cocaine","Yes"
"103",611,2005,"Female",NA,"Cocaine","Yes"
"104",612,2005,"Male",NA,"Cocaine","Yes"
"105",613,2005,"Female",NA,"Cocaine","Yes"
"106",614,2005,"Male",NA,"Cocaine","Yes"
"107",615,2005,"Female",NA,"Cocaine","Yes"
"108",616,2005,"Female",NA,"Cocaine","Yes"
"109",617,2005,"Female",NA,"Cocaine","Yes"
"110",618,2005,"Female",NA,"Cocaine","Yes"
"111",619,2005,"Male",NA,"Cocaine","Yes"
"112",620,2005,"Male",NA,"Cocaine","Yes"
"113",621,2005,"Female",NA,"Cocaine","Yes"
"114",622,2005,"Male",NA,"Cocaine","Yes"
"115",623,2005,"Male",NA,"Cocaine","Yes"
"116",624,2005,"Male",NA,"Cocaine","Yes"
"117",625,2005,"Female",NA,"Cocaine","Yes"
"118",626,2005,"Female",NA,"Cocaine","Yes"
"119",627,2005,"Male",NA,"Cocaine","Yes"
"120",628,2005,"Female",NA,"Cocaine","Yes"
"121",629,2005,"Male",NA,"Cocaine","Yes"
"122",630,2005,"Male",NA,"Cocaine","Yes"
"123",631,2005,"Male",NA,"Cocaine","Yes"
"124",632,2005,"Female",NA,"Cocaine","Yes"
"125",633,2005,"Male",NA,"Cocaine","Yes"
"126",634,2005,"Male",NA,"Cocaine","Yes"
"127",635,2005,"Female",NA,"Cocaine","Yes"
"128",636,2005,"Female",NA,"Cocaine","Yes"
"129",637,2005,"Female",NA,"Cocaine","Yes"
"130",638,2005,"Female",NA,"Cocaine","Yes"
"131",639,2005,"Male",NA,"Cocaine","Yes"
